itemid,label,category,param_type,origin
226066,ZTobramycin (Trough),Labs,Numeric,chartevents
226067,ZTobramycin (Random),Labs,Numeric,chartevents
226068,ZGentamicin (Trough),Labs,Numeric,chartevents
226069,ZGentamicin (Random),Labs,Numeric,chartevents
226089,Piggyback,Fluids/Intake,Solution,chartevents
226092,Orthostatic BPd lying,Routine Vital Signs,Numeric,chartevents
226094,Orthostatic BPd sitting,Routine Vital Signs,Numeric,chartevents
226096,Orthostatic BPd standing,Routine Vital Signs,Numeric,chartevents
226104,Level of Consciousness,Neurological,Text,chartevents
226105,Behavior,Neurological,Text,chartevents
226107,Arterial Line placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226108,CCO PAC placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226109,Cordis/Introducer placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226110,IABP placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226112,Midline placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226113,Multi Lumen placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226114,PA Catheter placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226115,PICC Line placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226116,Presep Catheter placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226117,Sheath placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226118,Dialysis Catheter placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226119,Trauma Line placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226120,Triple Introducer placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226121,Tunneled (Hickman) placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226122,Pheresis Catheter placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226124,ICP Catheter,Access Lines - Invasive,Processes,chartevents
226125,ICP Line Discontinued,Access Lines - Invasive,Text,chartevents
226126,ICP Line Dressing Change,Access Lines - Invasive,Date and time,chartevents
226127,ICP Line Dressing Type,Access Lines - Invasive,Text,chartevents
226128,ICP Line Insertion Date,Access Lines - Invasive,Date and time,chartevents
226129,ICP Line placed in outside facility,Access Lines - Invasive,Checkbox,chartevents
226130,ICP Line Site Appear,Access Lines - Invasive,Text,chartevents
226131,ICP Line Tip Cultured,Access Lines - Invasive,Checkbox,chartevents
226132,ICP Line Tubing Change,Access Lines - Invasive,Date and time,chartevents
226133,ICP Line Waveform Appear,Access Lines - Invasive,Text,chartevents
226134,ICP Line Zero/Calibrate,Access Lines - Invasive,Checkbox,chartevents
226135,14 Gauge placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226136,16 Gauge placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226137,18 Gauge placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226138,20 Gauge placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226139,22 Gauge placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226140,RIC placed in outside facility,Access Lines - Peripheral,Checkbox,chartevents
226161,Sterile field maintained throughout procedure (PICC),PICC Line Insertion,Checkbox,chartevents
226162,Sterile field maintained throughout procedure (PA line),PA Line Insertion,Checkbox,chartevents
226164,Sterile field maintained throughout procedure (A-Line),Arterial Line Insertion,Checkbox,chartevents
226166,No Complications (Intubation),Intubation,Checkbox,chartevents
226168,Oral Care,Treatments,Text,chartevents
226169,Subglottal Suctioning,Treatments,Checkbox,chartevents
226170,Head of Bed Measurement,Treatments,Numeric,chartevents
226180,Sexuality / reproductive problems,Adm History/FHPA,Checkbox,chartevents
226183,Estimated Energy Needs/Kg,General,Numeric,chartevents
226184,Estimated Protein Needs/Kg,General,Numeric,chartevents
226185,ICU Consent Signed,General,Checkbox,chartevents
226188,Timeout Performed by (Intubation),Intubation,Text,chartevents
226189,Patient identified correctly by 2 means (Intubation),Intubation,Text,chartevents
226190,Hand Cleansing prior to procedure (Intubation),Intubation,Checkbox,chartevents
226191,Barrier precautions in place (Intubation),Intubation,Text,chartevents
226221,Enteral Nutrition Ingredient,Ingredients,Ingredient,chartevents
226222,Insulin Ingredient,Ingredients,Ingredient,chartevents
226224,Propofol Ingredient,Ingredients,Ingredient,chartevents
226226,Enteral Nutriton Residuals,Nutrition - Enteral,Numeric,chartevents
226228,Gender,ADT,Text,chartevents
226230,Attending/Supervisor is Clinician Operator (CVL),CVL Insertion,Checkbox,chartevents
226232,Present during key moments and agree with checklist (CVL),CVL Insertion,Checkbox,chartevents
226236,Temporary Pacemaker Wires Discontinued,4-Procedures,Processes,chartevents
226237,Open Tracheostomy,1-Intubation/Extubation,Processes,chartevents
226239,Number of operators (PICC),PICC Line Insertion,Text,chartevents
226253,SpO2 Desat Limit,Alarms,Numeric,chartevents
226259,ZOn Pressors,General,Checkbox,chartevents
226260,Mechanically Ventilated,General,Checkbox,chartevents
226272,EF (CCO),Hemodynamics,Numeric,chartevents
226329,Blood Temperature CCO (C),Routine Vital Signs,Numeric,chartevents
226361,Pre-Admission/Non-ICU Intake,Fluids/Intake,Solution,chartevents
226362,ZGastric/TF Residual Intake,Fluids/Intake,Solution,chartevents
226363,Cath Lab Intake,Fluids/Intake,Solution,chartevents
226364,OR Crystalloid Intake,Fluids/Intake,Solution,chartevents
226365,OR Colloid Intake,Blood Products/Colloids,Solution,chartevents
226366,OR Intake_ingr,Ingredients,Ingredient,chartevents
226367,OR FFP Intake,Blood Products/Colloids,Solution,chartevents
226368,OR Packed RBC Intake,Blood Products/Colloids,Solution,chartevents
226369,OR Platelet Intake,Blood Products/Colloids,Solution,chartevents
226370,OR Autologous Blood Intake,Blood Products/Colloids,Solution,chartevents
226371,OR Cryoprecipitate Intake,Blood Products/Colloids,Solution,chartevents
226372,OR Cell Saver Intake,Blood Products/Colloids,Solution,chartevents
226374,PACU Intake_ingr,Ingredients,Ingredient,chartevents
226375,PACU Crystalloid Intake,Fluids/Intake,Solution,chartevents
226376,PACU Colloid Intake,Blood Products/Colloids,Solution,chartevents
226377,PACU PO Intake,Fluids/Intake,Solution,chartevents
226401,GU Irrigant - Normal Saline,Fluids/Intake,Solution,chartevents
226402,GU Irrigant - Sterile Water,Fluids/Intake,Solution,chartevents
226403,GU Irrigant - Amphotericin B,Fluids/Intake,Solution,chartevents
226407,GU Irrigant Intake Ingredient,Ingredients,Ingredient,chartevents
226429,ETT Type (Intubation),Intubation,Text,chartevents
226430,Complications (Intubation),Intubation,Text,chartevents
226431,Verification of (Intubation),Intubation,Text,chartevents
226432,Drugs (Intubation),Intubation,Text,chartevents
226439,Complications (PACEN),Paracentesis,Text,chartevents
226443,Complications (LP),Lumbar Puncture,Text,chartevents
226452,PO Intake,Fluids/Intake,Solution,chartevents
226453,GT Flush,Fluids/Intake,Solution,chartevents
226457,Ultrafiltrate Output,Dialysis,Numeric,chartevents
226473,Blood Transfusion Consent,General,Checkbox,chartevents
226474,ICP Bolt Inserted,4-Procedures,Processes,chartevents
226475,Intraventricular Drain Inserted,4-Procedures,Processes,chartevents
226476,Esophogeal Balloon,4-Procedures,Processes,chartevents
226477,Temporary Pacemaker Wires Inserted,4-Procedures,Processes,chartevents
226479,Ectopy Type 2,Routine Vital Signs,Text,chartevents
226480,Ectopy Frequency 2,Routine Vital Signs,Text,chartevents
226482,Blood Clot Outdates,Labs,Date and time,chartevents
226499,Hemodialysis Output,Dialysis,Numeric,chartevents
226504,Phenytoin (Free),Labs,Numeric,chartevents
226506,PO Intake_Ingr,Ingredients,Ingredient,chartevents
226509,Blood Ingredient,Ingredients,Ingredient,chartevents
226512,Admission Weight (Kg),General,Numeric,chartevents
226515,Date of Birth,ADT,Date and time,chartevents
226516,Discharge Date/Time,ADT,Date and time,chartevents
226518,Expected Discharge Date,ADT,Date and time,chartevents
226523,Barrier precautions in place (A-Line),Arterial Line Insertion,Text,chartevents
226524,Complications (A-Line),Arterial Line Insertion,Text,chartevents
226525,Indications (A-Line),Arterial Line Insertion,Text,chartevents
226526,Patient identified correctly (A-Line),Arterial Line Insertion,Text,chartevents
226527,Timeout performed by (A-Line),Arterial Line Insertion,Text,chartevents
226528,Verification of (A-Line),Arterial Line Insertion,Text,chartevents
226531,Admission Weight (lbs.),General,Numeric,chartevents
226532,Organ Bank Notified,General,Date and time,chartevents
226534,Sodium (whole blood),Labs,Numeric,chartevents
226535,ZPotassium (whole blood),Labs,Numeric,chartevents
226536,Chloride (whole blood),Labs,Numeric,chartevents
226537,Glucose (whole blood),Labs,Numeric,chartevents
226540,Hematocrit (whole blood - calc),Labs,Numeric,chartevents
226541,ScvO2 Central Venous O2% Sat,Labs,Numeric,chartevents
226545,Race,ADT,Text,chartevents
226557,R Ureteral Stent,Output,Numeric,chartevents
226558,L Ureteral Stent,Output,Numeric,chartevents
226560,Void,Output,Numeric,chartevents
226561,Condom Cath,Output,Numeric,chartevents
226563,Suprapubic,Output,Numeric,chartevents
226564,R Nephrostomy,Output,Numeric,chartevents
226565,L Nephrostomy,Output,Numeric,chartevents
226566,Urine and GU Irrigant Out,Output,Numeric,chartevents
226567,Straight Cath,Output,Numeric,chartevents
226569,Anderson (gastric),Output,Numeric,chartevents
226570,Blakemore,Output,Numeric,chartevents
226571,Emesis,Output,Numeric,chartevents
226572,Ewald,Output,Numeric,chartevents
226573,Gastric Tube,Output,Numeric,chartevents
226574,Jejunostomy,Output,Numeric,chartevents
226575,Nasogastric,Output,Numeric,chartevents
226576,Oral Gastric,Output,Numeric,chartevents
226579,Stool,Output,Numeric,chartevents
226580,Fecal Bag,Output,Numeric,chartevents
226582,Ostomy (output),Output,Numeric,chartevents
226583,Rectal Tube,Output,Numeric,chartevents
226584,Ileoconduit,Output,Numeric,chartevents
226586,Stool Estimate,Output,Text,chartevents
226588,Chest Tube #1,Output,Numeric,chartevents
226589,Chest Tube #2,Output,Numeric,chartevents
226590,L Pleural #1,Output,Numeric,chartevents
226591,L Pleural #2,Output,Numeric,chartevents
226592,Mediastinal,Output,Numeric,chartevents
226593,R Pleural #1,Output,Numeric,chartevents
226595,R Pleural #2,Output,Numeric,chartevents
226597,JP Medial,Drains,Numeric,chartevents
226598,JP Lateral,Drains,Numeric,chartevents
226599,Jackson Pratt #1,Drains,Numeric,chartevents
226600,Jackson Pratt #2,Drains,Numeric,chartevents
226601,Jackson Pratt #3,Drains,Numeric,chartevents
226602,Jackson Pratt #4,Drains,Numeric,chartevents
226603,T Tube,Drains,Numeric,chartevents
226604,Hemovac #1,Drains,Numeric,chartevents
226605,Hemovac #2,Drains,Numeric,chartevents
226606,Cerebral Ventricular #1,Drains,Numeric,chartevents
226607,Cerebral Ventricular #2,Drains,Numeric,chartevents
226608,Cerebral Subdural #1,Drains,Numeric,chartevents
226609,Cerebral Subdural #2,Drains,Numeric,chartevents
226610,Lumbar,Drains,Numeric,chartevents
226612,Pericardial,Drains,Numeric,chartevents
226613,Wound Vac #1,Drains,Numeric,chartevents
226614,Wound Vac #2,Drains,Numeric,chartevents
226616,Anderson,Drains,Numeric,chartevents
226617,Sump #1,Drains,Numeric,chartevents
226618,Sump #2,Drains,Numeric,chartevents
226619,Pigtail #1,Drains,Numeric,chartevents
226620,Pigtail #2,Drains,Numeric,chartevents
226621,Davol,Drains,Numeric,chartevents
226622,Red Rubber,Drains,Numeric,chartevents
226623,Penrose #1,Drains,Numeric,chartevents
226624,Penrose #2,Drains,Numeric,chartevents
226625,Tap,Drains,Numeric,chartevents
226626,OR EBL,Output,Numeric,chartevents
226627,OR Urine,Output,Numeric,chartevents
226628,PACU Drains,Output,Numeric,chartevents
226629,PACU EBL,Output,Numeric,chartevents
226630,PACU Gastric,Output,Numeric,chartevents
226631,PACU Urine,Output,Numeric,chartevents
226632,Cath Lab,Output,Numeric,chartevents
226633,Pre-Admission,Output,Numeric,chartevents
226707,Height,General,Numeric,chartevents
226713,Incontinent/voids (estimate),Output,Text,chartevents
226719,Last menses,Adm History/FHPA,Date and time,chartevents
226724,Hospital Admit Date,ADT,Date and time,chartevents
226730,Height (cm),General,Numeric,chartevents
226732,O2 Delivery Device(s),Respiratory,Text,chartevents
226737,AaDO2ApacheIIValue,Scores - APACHE II,Numeric,chartevents
226738,AgeApacheIIScore,Scores - APACHE II,Numeric,chartevents
226739,AgeApacheIIValue,Scores - APACHE II,Numeric,chartevents
226740,APACHE II Diagnosistic weight factors - Medical,Scores - APACHE II,Text,chartevents
226741,APACHE II Diagnosistic weight factors - Surgical emergency,Scores - APACHE II,Text,chartevents
226742,APACHE II Diagnosistic weight factors - Surgical,Scores - APACHE II,Text,chartevents
226743,APACHE II,Scores - APACHE II,Numeric,chartevents
226744,APACHE II PDR - Adjusted,Scores - APACHE II,Numeric,chartevents
226745,APACHE II Predecited Death Rate,Scores - APACHE II,Numeric,chartevents
226746,ApacheII chronic health,Scores - APACHE II,Text,chartevents
226747,APACHEII-Chronic health points,Scores - APACHE II,Text,chartevents
226748,APACHEII-Renal failure,Scores - APACHE II,Checkbox,chartevents
226749,ChpApacheIIScore,Scores - APACHE II,Numeric,chartevents
226750,Chronic Dilaysis,Scores - APACHE IV (2),Checkbox,chartevents
226751,CreatinineApacheIIScore,Scores - APACHE II,Numeric,chartevents
226752,CreatinineApacheIIValue,Scores - APACHE II,Numeric,chartevents
226753,DswfApacheScore,Scores - APACHE II,Numeric,chartevents
226754,FiO2ApacheIIValue,Scores - APACHE II,Numeric,chartevents
226755,GcsApacheIIScore,Scores - APACHE II,Numeric,chartevents
226756,GCSEyeApacheIIValue,Scores - APACHE II,Text,chartevents
226757,GCSMotorApacheIIValue,Scores - APACHE II,Text,chartevents
226758,GCSVerbalApacheIIValue,Scores - APACHE II,Text,chartevents
226759,HCO3ApacheIIValue,Scores - APACHE II,Numeric,chartevents
226760,HCO3Score,Scores - APACHE II,Numeric,chartevents
226761,HematocritApacheIIScore,Scores - APACHE II,Numeric,chartevents
226762,HematocritApacheIIValue,Scores - APACHE II,Numeric,chartevents
226763,HrApacheIIScore,Scores - APACHE II,Numeric,chartevents
226764,HrApacheIIValue,Scores - APACHE II,Numeric,chartevents
226765,MapApacheIIScore,Scores - APACHE II,Numeric,chartevents
226766,MapApacheIIValue,Scores - APACHE II,Numeric,chartevents
226767,OxygenApacheIIScore,Scores - APACHE II,Numeric,chartevents
226768,PhApacheIIScore,Scores - APACHE II,Numeric,chartevents
226769,PHApacheIIValue,Scores - APACHE II,Numeric,chartevents
226770,PO2ApacheIIValue,Scores - APACHE II,Numeric,chartevents
226771,PotassiumApacheIIScore,Scores - APACHE II,Numeric,chartevents
226772,PotassiumApacheIIValue,Scores - APACHE II,Numeric,chartevents
226773,RrApacheIIScore,Scores - APACHE II,Numeric,chartevents
226774,RRApacheIIValue,Scores - APACHE II,Numeric,chartevents
226775,SodiumApacheIIScore,Scores - APACHE II,Numeric,chartevents
226776,SodiumApacheIIValue,Scores - APACHE II,Numeric,chartevents
226777,TempApacheIIScore,Scores - APACHE II,Numeric,chartevents
226778,TempApacheIIValue,Scores - APACHE II,Numeric,chartevents
226779,WbcApacheIIScore,Scores - APACHE II,Numeric,chartevents
226780,WBCApacheIIValue,Scores - APACHE II,Numeric,chartevents
226814,Known difficult intubation,Respiratory,Text,chartevents
226815,Airway problems,Respiratory,Text,chartevents
226846,Feeding Weight,General,Numeric,chartevents
226849,RA (mean) pressure (PA Line),PA Line Insertion,Numeric,chartevents
226850,RV systolic pressure(PA Line),PA Line Insertion,Numeric,chartevents
226851,RV diastolic pressure(PA Line),PA Line Insertion,Numeric,chartevents
226852,PA systolic pressure(PA Line),PA Line Insertion,Numeric,chartevents
226853,PA diastolic pressure(PA Line),PA Line Insertion,Numeric,chartevents
226854,PCWP (v wave) (PA Line),PA Line Insertion,Numeric,chartevents
226855,PCWP (mean) (PA Line),PA Line Insertion,Numeric,chartevents
226857,PA mean pressure (PA Line),PA Line Insertion,Numeric,chartevents
226858,CO pressure (PA Line),PA Line Insertion,Numeric,chartevents
226859,CI pressure (PA Line),PA Line Insertion,Numeric,chartevents
226860,RA %O2 Saturation (PA Line),PA Line Insertion,Numeric,chartevents
226861,ART %O2 saturation (PA Line),PA Line Insertion,Numeric,chartevents
226862,PA %O2 Saturation (PA Line),PA Line Insertion,Numeric,chartevents
226863,PVR %O2 Saturation (PA Line),PA Line Insertion,Numeric,chartevents
